datetime,ADA/USD,ALGO/USD,ANKR/USD,ARDR/USD,ATOM/USD,BAND/USD,BAT/USD,BCH/USD,BNB/USD,BTC/USD,CHZ/USD,COMP/USD,CTSI/USD,DASH/USD,DOT/USD,ELF/USD,ENJ/USD,FTT/USD,GMT/USD,HBAR/USD,ICX/USD,IOTA/USD,LINK/USD,NEXO/USD,NMR/USD,ONT/USD,QTUM/USD,RLC/USD,RVN/USD,STORJ/USD,STX/USD,THETA/USD,TRX/USD,VET/USD,WAVES/USD,XAU/USD,XLM/USD,XRP/USD,ZEC/USD,ZIL/USD,ZRX/USD
2022-07-06,0.024157575839903692,0.029729565144339137,0.05155339505157445,0.022193868790720016,0.018970109256482043,0.02743995427844373,0.015750009422982682,0.07633133277592032,0.05067885516495253,0.03757194289725682,0.023209187528776883,0.0410174484602754,0.06671286655909653,0.03856616278205429,0.022237590867473983,-0.006842327924199754,0.02321764635788201,0.06408300255000504,0.05639350255311246,0.02764622825575485,0.03624886253399914,0.05799315212482951,-0.0033055622739655063,0.07840578540621349,-0.021319809123963557,0.03515205718448656,0.024058231676344598,0.020601426776289074,0.07788162768915734,0.08469997412984533,0.03369549156709576,0.0381553290545729,-0.033139499932829594,0.05847573549992194,0.051663389391102155,-0.02279260711768879,0.025615262878238676,0.032905774321652995,0.05677243942245719,-0.027914865867700603,-0.038359596403753964
2022-07-07,0.04374732692278606,0.04567857663092498,0.06116688717249541,0.04294378932030744,0.07013742848038435,0.05283731538749119,0.03348549955918013,0.07472747914305478,0.018621559321854657,0.06475378007635463,0.046552993524434455,0.05600279798470686,0.04306028315221626,0.04936241318355634,0.049474690491135204,0.05857619190375481,0.029799422526143874,0.05940345448356955,0.05411519895808859,0.04924320772837137,0.044249850527280185,0.061352304875437885,0.03910018304563831,0.07681961278324077,-0.041563755229317774,0.06019045133834043,0.050260170499434174,0.017142115233740346,0.06848027448929705,0.16809147730179308,0.050568001391119666,0.05547124787569745,0.021544021300614554,0.0322387250181749,0.08286419453199853,0.0025819115784612174,0.049579469836921,0.03611063798900129,0.049395665531992844,0.04696029109196606,0.011980957438900226
2022-07-08,-0.0038260713587727722,-0.012514460017623442,-0.0018316011099515292,0.020119836790858853,-0.01550770652424947,0.015009553742569948,-0.029663844822982052,-0.014125229228370027,0.011674808885319653,0.016027677759850506,-0.015086509928426748,-0.02844103736491775,0.0019900540927693874,0.00850118330236306,-0.022041915604295033,0.10276786511598679,-0.026277777373965288,0.014846023614155848,-0.002930223276238035,0.007515899647161546,0.009802507576646472,-0.016887616947018777,-0.03380030928153538,-0.030601769623717235,0.0010666141987949185,0.005157101681732817,-0.004418849405033273,-0.045131205953065856,-0.010022873250253871,-0.04609163790413394,0.006757810188404122,-0.01701806821983111,0.024221109583993816,0.004786487888443509,-0.0045107948421639135,0.0035857876122364395,0.009282188376038222,0.010367059544362437,0.0017240650939847092,0.0017658904838736174,0.02346588215626309
2022-07-09,0.03405424483369711,0.027584548518687486,0.04621739505530506,0.034224801238719633,0.015176104166248525,0.04791023925706178,0.006653554714118197,0.03140275099664826,0.014839796771958215,-0.0003514542196320185,0.025290925810313575,0.18471214364056376,0.037579383571341635,0.05367371922831475,0.029852629674116424,-0.011378762454166592,0.0504608142702014,-0.004168454979168792,0.01542612653452894,0.08169792659669282,0.025103604345454427,0.03770400679234594,0.028663454803480013,0.06713381867403531,0.02473174117296821,0.06542660371574409,0.0435232070002468,0.08176768818254598,0.014185970186962372,-0.0076391796690365625,0.02862303930851213,0.026460275883971776,0.01319504172803131,0.022144351671183386,0.031214130958874743,0.0031294619594768704,0.0029355515351872294,0.021458361690810293,0.03437238840042637,0.04317259480206469,0.05550772916756252
2022-07-10,-0.02776985413491565,-0.023694831833647408,-0.0405317863652928,0.0011133657993500808,-0.024267999108316354,-0.017938485933537137,-0.05489728540512464,-0.02646408361307123,-0.030124155986219717,-0.023471536168616875,0.03683498249609268,-0.019797288529879803,-0.03400138019668253,-0.04442761944983413,-0.04455722628511893,0.02231957490176225,-0.04694179428067788,-0.03742561263654045,-0.025742480631760416,-0.039454800882611794,-0.011162290660376759,0.04263835127772017,-0.033618651820495574,-0.056993867032814303,-0.06608339607805219,-0.028666716112866225,-0.01974616051616337,-0.09744047615660927,-0.04317124528195133,-0.053941205127140804,-0.007931095802675928,-0.04639254987912407,-0.0355300885965158,-0.01181921301970463,-0.06131197302498681,0.001417677286510561,-0.043280210678480965,-0.04699016144609723,-0.005988392820101288,-0.023531073658015225,-0.047511149189714205
2022-07-11,-0.05771876626008269,-0.039040366999659654,-0.07194644267235589,-0.08493627021471138,-0.060500583455386996,-0.06822691131115174,-0.08163856618675142,-0.06779362808478054,-0.038351515488841185,-0.038312838714204996,0.0066756876535477225,-0.08784358576396413,-0.09264764422058579,-0.07730488571527572,-0.04664994473262144,0.0611762539719273,-0.08481570609274808,-0.03404176143003037,-0.05405663173768993,-0.05748224017961272,-0.07833754578966694,-0.10471029992953407,-0.02104195596916561,-0.02022048460843938,-0.04682529334069027,-0.1085352332275317,-0.08126257244115082,-0.07857023816168784,-0.07537431302446983,-0.06705911684644454,-0.06500147752251709,-0.04789529525216297,-0.04617237833745808,-0.060186949119469785,-0.06357097494015562,-0.00248856902203039,-0.05362109773005806,-0.02745801679857983,-0.0675751931571388,-0.05653786014845798,-0.08732128472876428
2022-07-12,-0.0441246632619402,-0.019407932346220222,-0.0277001932728292,-0.03523920870977351,-0.04712177676474549,-0.08017975713692614,-0.02824143482759573,-0.019944651350086485,-0.028529619713809913,-0.030989649631576795,-0.09379234726677699,-0.05668560652977235,-0.02698071999618462,-0.04051596708933633,-0.046122769376601785,-0.10968997240188476,-0.03518057113955874,-0.05095664588350896,-0.05399331703958283,-0.026365593208700036,-0.02007184939700181,-0.04768234710795495,-0.02616517962961856,-0.023265965453500077,0.015190418085685576,-0.04719552237479519,-0.034448519489027066,-0.015386850748003444,-0.02407680777224669,-0.06034632644146587,-0.034707006489275986,-0.05102803982276895,-0.012085984943583157,-0.022538091503056412,0.018873566313438693,-0.0018283425360490326,-0.014833290090404688,-0.012183801095328427,-0.06584920055036064,-0.0197653815554686,-0.03341979250363353
2022-07-13,0.0475236481642888,0.0765896214479262,0.057410285784928045,0.03491965971018225,0.044929426955212654,0.06603963354660769,0.048722656924638216,0.07494449318466648,0.05137909005792202,0.05345653945045875,0.056784534136950164,0.10553211080509357,0.0771045542288695,0.07248464536910698,0.05037000118638688,0.005305986512986291,0.0614841262785545,0.03701617548669411,0.07700405898606846,0.08283837836116692,0.05085038916700247,0.06874935511866888,0.05452867782982716,0.04362245060589277,-0.06346187322295412,0.05299632613517886,0.04766292554567825,0.002382683771998695,0.049097600540276704,-0.024970149763544044,0.06265924237754793,0.05980282366488647,-0.008891343409906723,0.04198539515127189,0.005272277318839006,0.004031955806213435,0.050457849303984934,0.046723481566962474,0.08123779128891248,-0.01026671077941841,0.012811311890259254
2022-07-14,0.019709599459629756,0.0842303661403694,0.03681921413310044,0.0273708634871942,0.10892663920321774,0.07243862785254403,0.028790184615485423,0.032945559994425305,0.05261321408826946,0.03058368525379833,0.061472630674478695,0.13773101990715297,0.05737693795806902,0.050314285935571405,0.07236084572300093,-0.02323855871723015,0.057446791280808686,0.04824569358197795,0.09445158729138359,0.040811846351504075,0.026963499696344338,0.03703332144244856,0.047981110225061865,0.028547741842709178,0.004698508161228528,0.02981999989729237,0.03303067381172943,0.09694060831273454,0.02887151625684313,0.020627752334184096,0.013001666665696519,0.03974547991105622,0.0008027837186611632,0.04661067975434719,0.056409128731668784,-0.01381386018158531,0.042814512837754205,0.05336373624657029,0.07379811513380417,0.0503244088580135,0.036195778114537246
2022-07-15,0.009470846743968801,-0.006559044648260086,0.015290451053714545,0.02734618602816617,0.009181197758730174,0.0021865460014247867,-0.0019577088559466034,0.04842973296161516,0.002715288390565635,0.021926432576647746,0.01840427971976075,0.009359983143740619,0.048986582669260904,0.0004461034459574253,0.007801003461245758,-0.009716714118354217,0.009918154608584622,0.04607163331617051,0.04064467616773516,0.028311877854753798,0.03718866527610895,0.01909803238183242,-0.0017250547105909474,-0.022441931172824815,-0.007484789262684839,0.009513035632949649,0.014634897117656516,-0.06341624871954493,0.036943660135168775,0.09203880591973064,0.02590056354463125,0.00845355234106605,-0.002049587273723742,0.019729884117861363,0.009003459556125104,-0.0009635748098071404,0.0039319464474367755,0.00523305996810622,0.029553951035794085,0.003866824046365548,0.014326838216633586
2022-07-16,0.05192810262596916,0.05350686475718032,0.028149918445931957,0.03289648931490865,0.04256633712093581,0.058660092616987104,0.037864321989077146,0.05030143374937404,0.05705319777746776,0.029058476473913207,0.047164153353796145,0.017543464501726436,0.030096764992879468,0.04988189382385048,0.05936574577971015,0.013523472040504386,0.03280604842643883,0.05964157317278834,0.11739589253836469,0.03407436926969169,0.022329854683339194,0.040110641177890746,0.04997148842999486,0.02526044656075275,0.014980701010632735,0.03697959704804699,0.05578216705800575,0.0766464282004593,0.029293663993747474,0.02853250428937057,0.05824875162848546,0.028408886607379023,0.0405535573005896,0.04487158465770539,0.043645395298938544,0.0026288715852670645,0.030725130292278306,0.06312155396569318,0.0879004367412406,0.038597020223300214,0.055757464175543135
2022-07-17,-0.010990091967523388,1.7364358792675005e-05,0.002283155840683032,-0.007124075206027359,-0.0242867678767709,-0.01772241252977435,-0.022584921252277367,0.029804429361457385,0.004091108531848622,-0.009418355177503456,-0.025169338197184195,-0.005612855443832478,0.05587008083490371,0.0369138823213382,-0.015555446497459564,-0.02222409647027062,-0.01932410257771215,-0.00409890600056409,0.0005442541410506686,-0.006467656341701371,0.00012279813062654465,-0.0032456565444115293,-0.01759104410542685,0.03388484197552701,-0.04215538043255617,-0.01973929320198531,0.032866453370187725,0.0013293622161723098,0.04804150442887623,-0.03772634874626277,-0.015360966881419339,0.024441270627865958,-0.026442576006983617,-0.00697436227201401,0.002030912226740199,0.0016138366443461932,-0.009015473020165286,-0.005206689353830701,-0.044444348004516916,0.002831891033748271,-0.043765223346081336
2022-07-18,0.09800888761655967,0.07833215554315892,0.07298036095032037,0.07236298363381662,0.08310808845279849,0.10438158253198149,0.08478493582550262,0.11294583087473217,0.06963742288787715,0.08825298993190793,0.08707365754011065,0.055974682595466695,0.027480936698679598,0.07222670964450105,0.11307099809278526,0.04469395613795981,0.15349551855284352,0.08610797740796701,0.1960195703290628,0.09817076691986901,0.08138984014532356,0.09282715168346668,0.11287392685667502,0.11478984065305753,0.06487363485234622,0.09630685860837418,0.09035407718114427,0.055363770924705735,0.18851215330110535,0.04280077347862259,0.1138306630018614,0.08182261707040973,0.02224278354881893,0.07542990828012788,0.07977322181810689,0.003982919013154677,0.07423415277541622,0.06973738722036425,0.11108730371846903,0.07952180607280732,0.09446991903016114
2022-07-19,0.08014951520464492,0.05473986001774604,0.11351285146191187,0.04729406768010915,0.13391693102521557,0.07894405481938915,0.07878123183887456,0.08324575744614619,0.04245649288983969,0.054785376302375566,0.06213273113688732,0.07937293545350707,0.04796866834400523,0.05319205258016747,0.0562786015851537,0.01337540905829215,0.124746135168685,0.0020907318351388246,-0.002058503105010649,0.07429437307559071,0.06998797055194583,0.06914301469793077,0.05901975441765324,0.1745899639184638,-0.016207426723958536,0.054914001589114456,0.04254694395066769,0.06398102670663083,0.04219337158918099,0.07656542694277024,0.04828449137805274,0.0770493409460172,0.030811700530587724,0.0854257836437079,0.1796948065778781,0.002536953294740262,0.07319381715443131,0.0476748176598229,0.008074822797945656,0.13382231131174427,0.05828149125472638
2022-07-20,-0.03196064474166729,-0.05423375135318729,-0.03454254688100163,-0.036813582663221316,-0.05188629942516351,-0.046375142301387715,-0.0696834213037196,-0.03063325037624181,-0.025605869053349883,0.006120349820082655,-0.06534878982440405,-0.07219188751671589,-0.05657734207137621,-0.05013692200224929,-0.028442351912098,-0.028082907591145383,-0.03826203774957968,0.00269695724964851,-0.005282583865663219,-0.02205953850102584,-0.06299596692772953,-0.045074225900871526,-0.04072695820810193,-0.073257210500738,-0.031204781904591545,-0.01794023775757215,-0.04723305455969677,-0.03233115833705595,-0.002351031615878957,-0.05775874468322202,-0.052711017368924834,-0.06345398776881735,-0.004975215738377017,-0.014410870623564383,-0.06424874309354588,-0.0072764968810361,-0.04625205139788619,-0.013161941388179695,-0.03257532513236174,-0.05054263053092607,-0.039971692906697866
2022-07-21,0.016353843410149956,0.014113781616456232,-0.0015663865274035248,0.017291230794218536,0.15408090125508703,0.015008674282789214,0.019128219795584954,0.014796463316671752,0.02318076093541662,0.0007995703334254343,-0.004535907843476929,0.03906144428624765,0.009979042080418568,0.018274639467450362,-0.006153901975617843,0.003037214540234285,0.03166692181903659,0.018964724276908103,0.02686896746990342,0.012247609433193803,0.011714480401401935,0.027947703431320692,0.004144361587939625,0.044666712106419745,0.36490078963518613,0.0014729660663863635,0.0104591593696066,0.028542076306974973,0.005342863653452483,-0.016668877413536825,0.05619915518906941,0.010661852483218135,0.002519627466865189,0.00092587171390714,0.02604558296865503,0.01579453311037917,0.009870967335649228,0.005859407635939657,-0.0028892740759542002,0.021236799559182777,0.037969971915062586
2022-07-22,-0.017373666011994894,-0.014832855876208317,-0.01113335522682524,-0.01097507359063118,-0.058316605539438016,0.04310657003866657,-0.046848294447880336,0.03817451406439723,-0.001656768723086885,0.0025830710507713517,-0.013510657698858942,-0.009965288922151823,0.0022130274692980303,0.016642125150913276,0.024939205022666562,-0.0004164189251057403,0.0033668139018197124,-0.023745553007912305,-0.00951193431362514,0.010633365749477076,-0.01787425025199294,0.03525841509042347,0.032577967518541986,0.03349864097163756,-0.09837687182178168,-0.014465915264776197,0.064170604973954,-0.12180836472070425,-0.059038403302604785,-0.04686499469052779,0.042865715739537506,-0.01602050340504413,-0.05803452239601171,0.01905152093181675,-0.06204890575988989,0.0014308673558886343,-0.0038568055312720555,0.0012236200270265077,-0.010331128696728836,-0.06584448546751695,0.023540191002601532
2022-07-23,0.0692073823572939,0.0006832495770683388,0.018330199580956393,0.01223557950323894,-0.046265430589395015,0.057731252200147826,0.010299825415604733,0.0002158194841778184,-0.008646661502722048,-0.006335815724491928,0.03525098186753019,0.004587472967079726,-0.0011938615562650983,-0.009898498653059078,0.017077866449450863,0.007894497798296544,0.012108355205068762,-0.01934283384755489,0.01280154078154655,-0.004134046222101222,0.010129311079685021,0.011915843398588508,0.023206016244203636,-0.012207046517125302,-0.03514222415219778,0.002952216695854935,0.06324569859619024,0.001612124430993512,0.006473590277738625,0.00909669277393254,-0.0061996051518069095,0.06791765723928873,-0.014358851211728318,-0.0011561502712103666,0.009011719000495525,0.001965502591279151,0.00499316420751242,0.01208097267681569,0.0005365237243177765,0.010690413291557682,-0.006704555524711225
2022-07-24,-0.004515823672250195,0.026892545014102046,0.005311308977142971,0.009358436690513838,-0.003535421204726259,0.0035301907569928407,0.012504696464183854,0.08987231863139203,0.017048166247670228,0.011234408464388383,0.0064511336108989195,-0.001343784393193933,-0.0037423855756476164,0.03350463148374036,0.02582835626842827,0.00903759059476954,-0.009082293584557644,0.02690535194390247,0.036280193400948235,0.0650281652523947,0.02218048974720293,0.012666105147389306,0.04611615265395936,0.0219061689929484,-0.05347646933830501,0.025960200266535477,-0.0037118820974770886,0.020899063900014253,0.019516467930059667,-0.020932368874814776,0.03126600971258027,-1.701282291593359e-05,-0.0025385554787838243,0.007013564514307645,0.0002288548965688024,0.0010601263716543104,0.024330296458239302,0.005936241965304456,0.008663496282509293,0.005282916736076828,-0.00037806244218515153
2022-07-25,-0.06941966851559338,-0.07686007203551462,-0.0627908541103459,-0.06484658689187149,-0.09434921705068378,-0.10069222933317999,-0.06373897289341836,-0.09411535736749488,-0.05793483974025348,-0.047740357904759494,-0.05909403518163785,-0.08579355912334344,-0.07830126037476887,-0.07111151033361214,-0.07718865619177671,-0.08858094345883971,-0.0901872167934044,-0.06787342470225277,-0.08776884858127608,-0.08954804102220214,-0.053026238498213946,-0.07826844633068393,-0.08543926313154407,-0.0009237473417523113,0.0915184271049649,-0.08635492719131356,-0.02855792729681681,-0.06623703948726406,-0.09023145885429974,-0.09049613978106391,-0.07470721640071408,-0.09490797024517367,-0.0545602831096073,-0.06037144452682402,-0.08276323901421972,-0.002760713985477693,-0.05480191081431447,-0.05444529661322778,-0.06613970078399908,-0.05926631559153783,-0.08407555006358455
2022-07-26,-0.020432331145654938,-0.008729565604474762,-0.004188055188554604,0.0022651355857513404,0.019493793839888723,0.007978586638899983,0.005787444561412131,-0.0028731974966156888,0.003414841690274225,0.00020244627382347193,0.0003295725162312489,-0.01888843343468169,-0.000581894006074276,-0.019637036576647636,-0.03443753878506688,-0.014243813960398227,0.03294565218527075,-0.0038534448955193906,0.007360571254476892,0.007841191585354446,0.016914480797698278,-0.013389836994405966,-0.036902561875971594,-0.036776105023990854,-0.05815650839736826,0.006130661519173542,0.11810655535146546,-0.03621138939773358,-0.007992401590309714,0.053258799171348604,0.005689028927769832,0.01716465437408926,0.030286861703373465,0.00158467997121865,0.025483173144509208,0.004170086130866758,-0.01635008415761094,0.00029987120894870746,0.01932738970647784,0.017826223248339414,0.051044518325506875
2022-07-27,0.09565104956617858,0.06346972157885633,0.08448463432226361,0.06850326941086476,0.13038766908025473,0.08081662719792926,0.09112121269668821,0.08511737672841219,0.09999637404274643,0.08086106715866423,0.12213516381965583,0.1318748152539195,0.0740575702659724,0.09613552703092534,0.15874939506553754,0.06620145862240055,0.09572147092635296,0.08919719275134853,0.1323984773693518,0.08173709750601436,0.07630480821908575,0.09489549961373137,0.09460979011782084,0.09189934395756612,-0.005243725881004593,0.08511656159077793,0.13454691236908498,0.0768178987684937,0.13651074966588098,0.043504542373311736,0.05082265014000507,0.08660275273127334,0.04372312639336866,0.0849073115196358,0.07801850837850843,0.008500907952070631,0.07618550985223724,0.07247127118470681,0.12442871781911664,0.07905027263929204,0.061404440077623905
2022-07-28,0.033580447974776405,0.05620381979460586,0.06833660871807384,0.0373766760486796,0.08305658407307596,0.19282173114687182,0.06286828498572258,0.2563035844411641,0.04680779726375367,0.059498560757894614,0.08620551994426984,0.06905967104310876,0.07153828147803847,0.11580314016865308,0.06536788772912826,0.027398769464055152,0.05159010661979868,0.051761417007547814,0.08256072689386412,0.059194270135069414,0.051758785979586226,0.07718785693760755,0.09729323478408929,0.04017169816703311,0.07474816851690409,0.13341682396249938,0.11537438867922438,0.09132737141223099,0.22755485014286356,0.07124727469878664,0.07278336542348102,0.0790203304932229,0.0231571814047176,0.07159878090897989,0.08435898480506096,0.013028648181080743,0.06695206312231458,0.06975461817410972,0.052220733247364176,0.08984695544274307,0.09603281251317672
2022-07-29,0.03711498300048743,0.017513060135893897,0.012132164332390345,-0.003928531559422146,0.03950992804102657,-0.023119194650273654,0.002497813905326378,-0.005432860999201334,0.07742008917388543,0.00992640945601664,0.09410729383641801,0.007884892683294072,0.022893979799477274,-0.027727146997786105,0.08414063722389402,0.0015751820721080154,0.018542803210211303,0.04012367259223154,0.01655793044321866,0.016821934806032186,0.05449224662426906,0.0067828212269302746,0.1345245347171002,0.013740566305427599,0.02533877114229416,0.026861342127192912,0.04539262431672871,0.058047871136257,0.16427094353072796,-0.010669603401624204,0.016850129977360517,0.06829098938722027,-0.014336211706621483,0.02766329359562869,-0.011005002972563608,0.003110079616649178,0.029209075365306605,0.006611259103057165,0.013582040303101652,-0.0004997611614526824,0.015527283586572347
2022-07-30,0.027596795592724755,0.018544477721316004,0.008883448932458977,-0.00115808023480186,-0.019238855532098562,0.09957946428606104,0.01916368204240388,-0.03605802278534372,-0.011807020175376173,-0.00012989469678949175,-0.015817010960967,0.02066272424923018,0.04673511923661636,0.011060336854831319,0.02143371191272897,0.012393254527747968,0.06177023239427447,0.009333677257309658,-0.010413286383913947,0.03191397663430012,0.0015751368360644004,0.02236868064860295,0.008469845118977536,0.025944749605708813,-0.011943784404418303,-0.0010709949326026726,-0.06806944586857433,0.022440760676681014,0.08289042902754737,0.021912881605963608,0.019232308145242957,-0.004422799199111843,0.01684410233272099,0.033441817077679264,0.003787576110686395,-0.0008928968611728904,0.024424370543688127,0.06846491187392774,0.02035201797377555,0.010874310420632837,0.06430037084710301
2022-07-31,-0.020457282527331668,0.003593083043679732,0.023730739213901217,0.04826689434724244,-0.02100254341165282,-0.06580746565981747,-0.0027790498210371033,-0.0347654278933868,-0.0101333943310846,-0.012304917897225908,-0.032507467104526504,-0.012552416355676253,-0.009831527696825371,0.010771865163580984,0.060435047593513265,0.024292371972499383,-0.02186419961639276,-0.018920717539382497,-0.00967289565291607,0.046425381409751006,0.03258266192361972,0.010638188605922564,-0.018966380785618263,-0.008295739469316563,0.20569311988341982,-0.0017731673451524509,-0.057685761945834885,0.0472993088663164,-0.10967786576945596,-0.005675254832024058,0.0073974014821103435,-0.029205417038451885,0.002894093273360563,-0.0037581502606032977,0.011006732858641963,0.0008437437280429331,-0.013073097914808804,-0.020753697970821643,-0.0029255053479783364,0.022969005898111447,0.10525096408963
2022-08-01,-0.01488462844321794,0.036148385965031574,0.06581188697399522,0.06564504570634343,-0.004650699742078551,0.02545195964615781,0.05471961362644118,-0.008395559447642337,0.001766616216118408,0.014198738381095609,0.21902726727479765,0.03861156964032457,-0.002944581892145675,-0.018230250094092508,-0.05890501790422924,0.06546034284227745,0.031243569280138068,0.01543725825250066,-0.016195926784231224,0.030736420930495927,0.07884870774168282,0.06854703743347372,-0.010704634518233266,0.04938779453000146,-0.10960089654328115,0.03225814293289539,0.01620829920786121,0.000247973031066967,0.05000041553244609,0.06307870610721218,0.06090877420758993,0.09903137363158207,0.0013362709730315794,0.032961072317276276,0.09498652975354854,0.01006278857377772,0.01055396078645712,0.006808917985263097,-0.00013580536789995282,0.025789362389263312,-0.06262285436233567
2022-08-02,-0.03572154231486539,-0.043038506845508126,0.009209608608258178,-0.03062893726109869,-0.037639663867650455,-0.03495549501898798,-0.037171937117495106,-0.014945773503445954,0.0076710004442200296,-0.019419448641148935,-0.06357625281943177,-0.028895790308557646,-0.06231868840808026,-0.035374978544239946,-0.011091636417987678,-0.02154464268181839,-0.028913256154053744,-0.05004315671769406,-0.013990012787251233,-0.05273116161122911,-0.04641059390874572,-0.03163979147228518,-0.04209573767199165,6.757941430818662e-05,0.049066890572665264,-0.04293701378365167,-0.04511980637287339,0.024191667526156507,-0.06495405133209228,-0.1576721861209618,-0.06089377382025217,-0.05974100052468619,-0.03510978866151166,0.003088157485593021,-0.07691576885078127,-0.012404960931410936,-0.020102599273784306,-0.016295432139831,-0.01555621234628346,-0.049685266821097945,-0.07653383507382008
2022-08-03,0.00100869539339094,-0.004955297252317306,-0.005987115201813317,-0.010644806433995157,0.012019731110988622,0.023619463384798058,-0.018575504520894275,-0.002100228967509583,0.0425730799606365,-0.0034361800863472926,-0.03756445273854052,-0.007500191312383303,-0.016987057515558835,0.008036639300859518,-0.007140716399516026,-0.030261446607497456,0.018546293763845846,-0.01748713039457068,-0.004872718003770165,-0.03586704256268538,-0.0023635399273291046,-0.008770235573897021,-0.0004575585226789386,0.023764633429397067,0.03578851606550949,0.003189801197998488,-0.01814910278388576,-0.01096782474813671,-0.001576930501720886,0.0011452879876756232,0.06276517023828643,-0.011163493312769685,-0.0189697192907683,0.05369199961294997,-0.011600428765870113,0.006055736048636899,-0.012032669530590505,-0.008451629602627735,0.0029293815370376192,-0.005868384275861963,-0.008112650184503818
2022-08-04,0.017805270531955242,0.05098613968439441,0.04185224713297016,0.0116347441028831,0.031597913492971766,0.06571982092818635,0.03545273208123241,0.02744491964820843,0.053519008077389685,0.005424178046066003,0.08874206355802973,0.033029544404285224,0.051511833612684695,0.018170458768333612,0.03245737037773666,0.03918467113072892,0.10904438373232123,0.0024633028544708523,-0.004492592095533876,0.04081692978725987,0.0436109662801246,0.0525557076658818,0.036533605524081754,0.007732274012446458,-0.030071121934456442,0.023988498853567446,0.00907012605436434,0.018100531608306998,-0.02518708411480669,0.0038549704532955427,0.04615983918572572,0.027414942559962432,0.010905309117411919,0.022409371374841863,0.07241752891445655,0.014123652968773718,0.008700555435536678,0.017390494886966725,0.06246638636297212,0.04977054780010205,0.04165356288687716
2022-08-05,0.048175809698185995,0.08273686149170219,0.06703831128866816,0.03979821178686376,0.07351644449883242,0.07517709570344258,0.08372604908003839,0.07118605473113329,0.021633382871804406,0.04118155139779595,0.02254774905893119,0.09598906047916969,0.10309184864675874,0.07191195092172178,0.12696914924042585,0.05227397648697325,0.06150302146779256,0.06063769360651596,0.09462673441084364,0.07919545292691253,0.0561742696899597,0.04758154227225389,0.10690055843235563,0.037849443231632834,-0.013318143949245815,0.07121792436118528,0.046692082141435415,0.05112182949509138,0.12351024622191008,0.040377847417974407,0.04830355655943649,0.17047793461115027,0.01288443028089839,0.08042882008303986,0.06787897847511137,-0.011668556769643842,0.0567469581099718,0.03732572173435841,0.09747923412978517,0.08404816474324109,0.07231669772643143
2022-08-06,-0.009351758902539203,-0.01569755878447234,-0.018387665662127378,-0.009395463344679923,-0.0274850414117732,-0.01373907365826401,0.009930328087947264,0.008323367911304265,0.003701293629280065,-0.01606132291523952,0.02507497420445933,0.0603209358630954,-0.008439067748809845,0.004577853758581676,-0.030262269546368566,-0.002590749831175466,-0.03355764809691208,-0.0031383235059655127,-0.026336266960619942,0.01666026518057078,0.002242711794252141,0.011122683423491346,-0.017776203273063836,-0.008782967202101056,0.019387714291616644,-0.00020768653510797215,0.014659290562583168,0.029660848663581468,-0.017700249498573014,-0.005558864281931917,-0.019297816208718843,-0.024506494964319007,-0.0022605286536925267,-0.017901361002059232,-0.03360388122268466,-0.0012829301332417135,0.03261192254431981,-0.01584945860951425,-0.021528313404732782,-0.002713753206343622,-0.022186718459660443
2022-08-07,0.030888665884281838,0.02421617094431167,0.009927610169920014,0.007434202463679549,0.060942903725675304,-0.009869730708606386,-0.011909458333918085,0.0006081022628138619,0.02284515411042697,0.016350174404474692,0.022266670616162214,-0.03085486543887999,0.006988989294962153,0.02455068584158338,0.015217923270397109,-0.007719948544933147,0.00026761705977358316,0.00799711244441955,0.015258891926846175,0.007787346797441382,0.0022741576613110556,0.005115849187980189,0.06972042873672755,0.026298680967161814,-0.0043319685575857695,-0.002204204197345185,-0.011637489914199994,-0.07214613261809324,0.02563587436438035,0.006625393421391642,0.021168459485547412,0.05890474591206279,-0.0024330913667277906,0.017372611536588502,-0.0075379831700756236,0.0016053020490087813,0.016986784607353162,0.00802362473938564,0.04816750777743219,-0.007262875170334787,0.01251487147074042
2022-08-08,0.020585527136825307,0.02591972699975303,0.007438920924133233,0.009807348273925392,0.03991935042212542,0.036369365771274725,0.019019964176901626,0.023344541097762038,0.007584989332427028,0.030371249459430413,0.009434655671292081,-0.0016916838048213643,0.002087319447706239,0.05650147468379443,0.07607754408124384,0.017879696212651872,0.027203331148383525,0.027724332518137412,0.04978234821283804,0.04307718432830508,0.01779420540604875,0.016520655743350883,0.03411618060605716,0.03460999365108765,-0.0019295832193905928,0.0010353074047199763,0.021380979738158203,0.014140712736717017,-0.027895531762737923,0.015436427733644504,0.03795266933481377,-0.02751070020253657,0.006812903047858668,0.008966621967694474,0.014072395510126389,0.008419850893348456,0.05561859635838779,0.02215655405462642,0.10615940822917148,0.005376807487573038,0.026373856394806775
